Sample_ID,Ash_Deformation,Ash_Softening,Ash_Fluid,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2,SO3,Si,Al,Fe,Ca,Mg,Na,K,Ti,TS,GSAsh,GSAsh_Dry,Standard_Ash,MnO
W210343,2440.0,2550.0,2660.0,49.0,24.9,5.01,7.03,1.11,0.324,2.74,1.14,3.38,22000.0,12600.0,3360.0,4820.0,643.0,230.0,2190.0,652.0,1.36,9.5,9.59,9.17,0.044
W210344,2290.0,2500.0,2600.0,44.4,25.5,12.7,4.2,0.813,0.257,2.82,1.3,2.28,25500.0,16600.0,10900.0,3690.0,603.0,234.0,2890.0,960.0,0.918,12.2,12.3,12.06,0.021
W210345,2700.0,2800.0,2800.0,51.7,33.7,4.0,1.6,0.515,0.0675,0.601,2.76,1.83,14900.0,11000.0,1730.0,703.0,191.0,30.9,309.0,1020.0,0.738,6.1,6.17,4.7,0.0028
W210346,1990.0,2050.0,2140.0,20.0,8.58,57.7,1.04,0.581,0.0945,1.08,0.452,2.0,8990.0,4360.0,38700.0,710.0,336.0,67.2,864.0,259.0,0.808,9.5,9.6,7.04,0.033
W210347,2070.0,2110.0,2160.0,30.4,15.3,42.4,1.53,0.498,0.23,0.637,0.619,2.5,11800.0,6700.0,24500.0,903.0,248.0,141.0,439.0,306.0,1.01,8.2,8.28,7.92,0.022
W210391,2130.0,2220.0,2370.0,49.8,25.0,9.19,4.34,0.996,0.122,0.889,1.87,2.9,16700.0,9460.0,4610.0,2220.0,430.0,64.5,530.0,802.0,1.17,7.1,7.16,6.9,0.031
W210393,2340.0,2470.0,2590.0,49.1,25.8,9.51,1.99,1.21,0.459,3.39,1.49,2.7,28500.0,17000.0,8250.0,1760.0,906.0,422.0,3500.0,1100.0,1.09,12.3,12.4,9.1,0.039
W210394,1900.0,2090.0,2240.0,44.1,20.0,18.5,2.8,1.38,0.527,3.17,1.3,4.22,24800.0,12800.0,15600.0,2410.0,1000.0,470.0,3180.0,940.0,1.71,11.9,12.0,9.6,0.018
W210395,1960.0,2050.0,2140.0,46.0,37.7,10.4,2.65,1.46,0.378,3.08,1.22,3.75,31600.0,29300.0,10700.0,2780.0,1290.0,411.0,3760.0,1070.0,1.52,14.5,14.7,7.1,0.02
W210397,2140.0,2260.0,2430.0,21.7,14.0,51.1,1.46,0.398,0.081,1.02,0.886,2.42,6890.0,5010.0,24200.0,705.0,163.0,40.7,576.0,359.0,0.981,6.7,6.78,13.2,0.017
W210399,2570.0,2700.0,2790.0,56.0,24.4,7.02,0.798,1.64,0.284,4.09,1.1,1.33,69100.0,34100.0,13000.0,1500.0,2610.0,554.0,8970.0,1740.0,0.536,26.1,26.4,21.7,0.032
W210400,2100.0,2210.0,2300.0,46.0,25.0,8.39,5.2,1.66,0.905,1.54,1.76,3.05,16300.0,10000.0,4450.0,2810.0,758.0,508.0,971.0,796.0,1.23,7.5,7.58,7.1,0.07
W210401,2390.0,2490.0,2600.0,32.4,21.6,34.4,2.16,0.747,0.122,0.625,0.686,3.08,17000.0,12800.0,26900.0,1730.0,505.0,101.0,583.0,460.0,1.24,11.1,11.2,14.9,0.032
W210402,2430.0,2510.0,2600.0,48.0,22.9,9.28,4.83,1.66,0.81,0.685,1.87,3.25,14500.0,7840.0,4210.0,2240.0,648.0,389.0,369.0,726.0,1.32,6.4,6.48,6.5,0.09
W210404,2430.0,2510.0,2540.0,21.7,11.5,47.8,4.47,0.581,0.203,0.805,0.635,3.33,25000.0,15000.0,82600.0,7870.0,864.0,370.0,1650.0,938.0,1.36,24.2,24.7,9.12,0.024
W210405,2270.0,2410.0,2630.0,35.3,33.7,16.6,3.46,0.548,0.23,0.913,0.686,2.33,18900.0,20500.0,13300.0,2830.0,379.0,195.0,872.0,470.0,0.944,11.3,11.5,4.04,0.016
W210406,1970.0,2100.0,2160.0,32.3,29.5,18.9,4.03,1.21,0.756,1.59,1.45,4.28,5970.0,6170.0,5230.0,1140.0,289.0,221.0,522.0,344.0,1.73,3.9,3.95,15.67,0.029
W210407,2640.0,2750.0,2800.0,46.2,29.7,14.3,1.2,0.647,0.257,2.06,1.17,1.83,18100.0,13200.0,8380.0,723.0,328.0,160.0,1440.0,588.0,0.739,8.3,8.41,7.89,0.0081
W210408,2070.0,2170.0,2260.0,24.5,16.5,47.6,1.46,0.249,0.0986,0.673,0.669,1.83,11800.0,9020.0,34400.0,1070.0,155.0,75.5,579.0,413.0,0.747,10.1,10.3,7.25,0.033
W210409,2400.0,2500.0,2600.0,52.2,22.0,18.7,0.826,0.415,0.216,1.5,1.27,1.38,21600.0,10300.0,11600.0,523.0,222.0,142.0,1110.0,674.0,0.561,8.7,8.87,8.4,0.0081
W210410,2520.0,2640.0,2730.0,49.4,25.1,13.0,2.93,0.614,0.203,1.44,1.02,2.2,16400.0,9450.0,6480.0,1490.0,264.0,107.0,855.0,435.0,0.896,7.0,7.13,6.82,0.019
W210411,2090.0,2200.0,2310.0,36.7,19.8,34.7,0.672,0.415,0.203,1.32,1.14,1.38,22900.0,14000.0,32400.0,641.0,334.0,200.0,1470.0,908.0,0.556,13.2,13.4,13.13,0.015
W210412,2080.0,2140.0,2260.0,40.7,16.6,34.3,0.91,0.299,0.128,0.853,1.51,1.43,19800.0,9120.0,24900.0,676.0,187.0,98.8,738.0,936.0,0.576,10.3,10.4,12.85,0.0057
W210413,2060.0,2110.0,2160.0,22.2,14.7,51.1,1.2,0.266,0.149,0.613,0.836,2.05,10600.0,7940.0,36500.0,878.0,163.0,112.0,521.0,510.0,0.854,9.8,10.2,9.7,0.0083
W210414,2250.0,2480.0,2590.0,49.1,22.8,20.4,1.11,0.382,0.104,1.31,1.32,1.7,25300.0,13300.0,15700.0,869.0,253.0,84.7,1200.0,869.0,0.686,10.9,11.0,11.13,0.0073
W210415,2650.0,2770.0,2800.0,50.8,30.0,10.3,0.574,0.73,0.128,2.1,1.35,1.08,28600.0,19100.0,8680.0,493.0,529.0,114.0,2100.0,974.0,0.434,11.9,12.0,10.93,0.0095
W210416,2650.0,2780.0,2800.0,66.6,20.9,7.55,0.406,0.266,0.0851,0.877,2.44,0.825,92100.0,32700.0,15600.0,859.0,474.0,187.0,2160.0,4320.0,0.333,29.3,29.6,29.94,0.0068
W210417,2630.0,2730.0,2800.0,47.3,28.8,6.96,3.66,0.78,0.392,1.54,1.3,3.78,11900.0,8200.0,2620.0,1400.0,253.0,156.0,688.0,419.0,1.53,5.3,5.38,5.47,0.037
W210418,2240.0,2330.0,2370.0,26.2,17.0,7.62,20.9,2.32,0.104,1.36,0.619,18.8,15500.0,11400.0,6740.0,18900.0,1770.0,97.4,1430.0,468.0,8.25,11.5,12.7,10.91,0.015
W210419,2040.0,2190.0,2330.0,33.5,20.2,34.1,1.93,0.481,0.473,0.817,0.92,2.73,9980.0,6820.0,15200.0,879.0,185.0,223.0,433.0,350.0,1.1,6.3,6.37,6.12,0.02
W210420,2750.0,2800.0,2800.0,50.4,33.0,5.11,0.686,0.913,0.176,3.03,1.02,1.18,31500.0,23300.0,4780.0,656.0,736.0,174.0,3370.0,816.0,0.476,13.2,13.4,13.16,0.008
W210421,2100.0,2200.0,2380.0,34.7,23.3,29.9,2.04,0.315,0.446,0.409,1.1,2.28,11000.0,8340.0,14200.0,989.0,129.0,224.0,230.0,447.0,0.92,6.7,6.78,6.35,0.022
W210422,2060.0,2200.0,2350.0,21.8,18.2,40.9,3.94,0.78,0.675,0.865,0.886,3.48,3300.0,3120.0,9240.0,909.0,152.0,162.0,233.0,171.0,1.41,3.2,3.23,2.69,0.081
W210423,2000.0,2070.0,2150.0,31.0,20.0,35.0,2.45,0.548,0.405,0.661,0.719,3.05,8790.0,6410.0,14800.0,1060.0,200.0,182.0,333.0,261.0,1.23,6.0,6.06,6.45,0.021
W210424,2150.0,2260.0,2420.0,46.3,17.2,29.2,0.574,0.299,0.13,0.745,1.76,1.2,42000.0,17600.0,39600.0,796.0,350.0,186.0,1200.0,2040.0,0.485,19.2,19.4,19.61,0.019
W210425,2110.0,2200.0,2320.0,46.9,19.5,25.8,0.91,0.564,0.23,1.48,1.07,1.18,31600.0,14900.0,26100.0,939.0,491.0,246.0,1780.0,924.0,0.475,14.3,14.4,11.07,0.012
W210426,2080.0,2160.0,2340.0,40.1,18.6,29.9,1.36,0.73,0.104,1.98,1.04,1.68,24600.0,12900.0,27500.0,1280.0,579.0,101.0,2170.0,815.0,0.678,13.0,13.1,12.83,0.023
W210427,2060.0,2140.0,2200.0,12.4,8.54,62.7,1.88,0.332,0.203,0.373,0.468,2.2,3890.0,3030.0,29300.0,897.0,134.0,100.0,207.0,187.0,0.906,6.5,6.69,5.78,0.032
W210428,2800.0,2800.0,2800.0,54.0,29.0,5.65,1.71,0.631,0.257,1.02,1.57,2.25,16600.0,10100.0,2600.0,803.0,250.0,125.0,559.0,619.0,0.911,6.5,6.58,6.75,0.011
W210429,2230.0,2310.0,2520.0,43.6,23.4,19.4,1.22,1.16,0.513,2.86,0.987,2.3,17000.0,10400.0,11300.0,726.0,585.0,317.0,1990.0,493.0,0.937,8.2,8.35,7.89,0.014
W210430,2800.0,2800.0,2800.0,55.3,29.8,3.7,1.08,0.83,0.135,2.69,2.09,1.5,46000.0,28100.0,4620.0,1370.0,891.0,178.0,3990.0,2230.0,0.615,17.4,17.8,16.67,0.02
W210431,2740.0,2800.0,2800.0,53.7,28.1,3.09,1.29,0.714,0.405,2.36,1.44,2.25,13000.0,7720.0,1120.0,477.0,223.0,156.0,1020.0,446.0,0.915,5.1,5.19,5.11,0.0064
W210432,2020.0,2100.0,2260.0,38.5,18.8,32.6,0.714,0.747,0.243,1.94,1.09,1.6,29100.0,16100.0,36900.0,826.0,728.0,291.0,2610.0,1050.0,0.66,15.7,16.2,10.97,0.16
W210433,1960.0,2040.0,2080.0,20.5,9.4,50.2,3.14,0.88,0.837,2.19,0.552,4.33,4340.0,2250.0,15900.0,1010.0,239.0,280.0,822.0,149.0,1.78,4.4,4.52,4.37,0.072
W210501,2780.0,2800.0,2800.0,47.1,31.9,8.47,1.47,0.83,0.257,2.33,1.09,1.6,38700.0,29700.0,10400.0,1840.0,878.0,334.0,3410.0,1140.0,0.657,17.1,17.6,5.17,0.0073
W210502,2800.0,2800.0,2800.0,55.2,31.6,2.63,1.11,0.73,0.176,2.08,1.99,1.68,31500.0,20400.0,2250.0,965.0,537.0,159.0,2110.0,1450.0,0.688,11.9,12.2,10.98,0.0051
W210503,2800.0,2800.0,2800.0,53.5,32.7,2.62,1.32,0.564,0.108,1.29,2.81,1.85,13900.0,9600.0,1020.0,522.0,189.0,44.4,594.0,932.0,0.76,5.4,5.55,5.26,0.0089
W210595,2290.0,2370.0,2420.0,23.7,22.5,27.5,6.86,1.44,0.176,0.661,1.2,7.25,2840.0,3040.0,4920.0,1250.0,223.0,33.3,141.0,184.0,2.97,2.5,2.56,2.77,0.018
W211159,2800.0,2800.0,2800.0,50.1,38.0,1.79,0.448,0.332,0.216,2.27,2.84,0.85,17000.0,14600.0,908.0,233.0,145.0,116.0,1370.0,1240.0,0.348,7.1,7.27,6.69,0.0071
W211160,2760.0,2800.0,2800.0,56.5,28.9,3.52,0.238,0.747,0.311,5.4,1.42,0.725,58100.0,33600.0,5410.0,374.0,990.0,506.0,9880.0,1870.0,0.294,21.7,22.0,26.96,0.012
W211161,2130.0,2190.0,2330.0,37.6,18.4,34.9,1.05,0.382,0.0878,0.841,1.19,1.55,16300.0,9070.0,22700.0,697.0,214.0,60.4,650.0,659.0,0.626,9.2,9.29,9.06,0.0075
W211162,2200.0,2280.0,2400.0,46.0,21.2,24.2,0.56,0.664,0.149,2.13,1.44,1.2,35300.0,18400.0,27800.0,656.0,656.0,180.0,2900.0,1410.0,0.486,16.2,16.4,15.37,0.0052
W211163,2600.0,2690.0,2800.0,48.8,26.8,15.1,0.77,0.697,0.23,2.44,1.54,1.23,35100.0,21900.0,16200.0,846.0,646.0,262.0,3120.0,1420.0,0.496,15.2,15.4,14.46,0.0053
W211165,2530.0,2600.0,2700.0,53.8,24.7,11.6,0.476,1.08,0.189,3.06,1.2,1.2,42200.0,21900.0,13600.0,571.0,1090.0,235.0,4280.0,1210.0,0.489,16.5,16.8,15.44,0.0086
W211166,2100.0,2160.0,2320.0,23.0,17.0,47.2,1.95,0.448,0.23,0.625,0.719,2.5,8620.0,7220.0,26500.0,1110.0,216.0,136.0,417.0,345.0,1.01,7.9,8.02,8.09,0.011
W211167,2580.0,2680.0,2760.0,43.2,28.9,18.2,1.6,0.598,0.176,1.39,1.4,1.75,17500.0,13300.0,11100.0,990.0,313.0,113.0,1010.0,730.0,0.707,8.6,8.69,8.76,0.0064
W211168,2560.0,2730.0,2800.0,69.7,19.4,3.52,0.392,0.88,0.176,2.43,2.61,0.825,80500.0,25400.0,6080.0,692.0,1310.0,321.0,4990.0,3850.0,0.333,24.5,24.7,22.57,0.0068
W211169,2600.0,2680.0,2750.0,51.7,27.8,2.47,5.55,0.863,0.162,2.22,1.87,1.7,52400.0,32000.0,3750.0,8590.0,1130.0,260.0,4010.0,2430.0,0.686,21.5,21.7,18.27,0.011
W211170,2510.0,2670.0,2800.0,52.9,28.1,5.18,1.6,1.83,0.446,4.13,1.15,1.73,68700.0,41300.0,10100.0,3170.0,3060.0,917.0,9560.0,1920.0,0.697,27.5,27.8,24.59,0.013
W211171,2760.0,2800.0,2800.0,58.4,28.2,3.35,0.56,0.93,0.216,3.37,2.26,0.925,79000.0,43300.0,6780.0,1160.0,1620.0,463.0,8110.0,3910.0,0.373,28.7,29.0,25.08,0.0054
W211172,2380.0,2580.0,2800.0,52.2,25.0,10.3,0.336,1.83,0.216,5.2,1.04,1.33,79300.0,43000.0,23500.0,781.0,3580.0,521.0,14100.0,2020.0,0.536,32.2,32.5,29.55,0.013
W211173,2690.0,2800.0,2800.0,60.3,26.2,3.25,0.868,1.05,0.446,2.69,1.72,1.33,48800.0,24000.0,3930.0,1070.0,1090.0,572.0,3880.0,1780.0,0.537,17.1,17.3,15.67,0.0046
W211174,2240.0,2360.0,2560.0,40.8,22.8,23.4,0.672,1.08,0.446,4.19,0.953,1.95,29500.0,18700.0,25400.0,744.0,1010.0,511.0,5410.0,883.0,0.79,15.3,15.5,11.01,0.012
W211189,2180.0,2240.0,2480.0,38.3,26.1,25.7,0.49,0.73,0.135,3.49,1.04,1.38,68900.0,53000.0,69100.0,1350.0,1690.0,384.0,11100.0,2380.0,0.565,37.4,38.4,30.95,0.0052
W211191,2070.0,2100.0,2140.0,19.2,11.4,55.4,1.34,0.398,0.0729,0.769,0.502,1.55,8720.0,5860.0,37600.0,932.0,233.0,52.4,621.0,291.0,0.64,9.4,9.71,11.35,0.0078
W211192,2630.0,2800.0,2800.0,54.9,28.8,5.19,0.826,0.913,0.162,3.05,1.19,1.35,25500.0,15200.0,3610.0,587.0,548.0,119.0,2530.0,707.0,0.554,9.7,9.95,9.8,0.0075
W211193,2610.0,2800.0,2800.0,52.9,28.4,5.38,1.76,0.664,0.149,1.6,2.32,2.38,12600.0,7670.0,1920.0,644.0,204.0,56.2,680.0,710.0,0.991,4.9,5.12,5.04,0.0076
W211194,2500.0,2560.0,2590.0,43.8,26.9,18.4,1.2,0.896,0.149,2.01,1.14,1.6,17600.0,12200.0,11100.0,739.0,464.0,94.5,1430.0,584.0,0.654,8.4,8.59,8.01,0.0084
W211195,1890.0,1980.0,2070.0,16.9,9.45,42.0,13.6,0.747,0.635,0.649,0.418,9.65,3450.0,2180.0,12800.0,4240.0,196.0,205.0,235.0,109.0,3.91,4.3,4.36,3.8,0.1
W211196,2410.0,2520.0,2640.0,46.2,28.2,11.0,2.63,0.896,0.378,1.41,1.35,3.05,12900.0,8940.0,4590.0,1130.0,323.0,168.0,700.0,485.0,1.24,5.9,5.98,6.5,0.025
W211197,1980.0,2090.0,2220.0,47.3,25.2,17.7,0.84,1.2,0.284,2.92,1.02,1.88,45200.0,27200.0,25300.0,1230.0,1470.0,429.0,4970.0,1250.0,0.759,20.2,20.4,19.5,0.022
W211199,2230.0,2370.0,2470.0,47.8,24.9,9.98,3.04,1.29,0.392,3.52,1.19,2.33,67700.0,39900.0,21200.0,6580.0,2360.0,879.0,8880.0,2150.0,0.939,30.0,30.3,32.1,0.023
W211204,1940.0,2050.0,2190.0,45.7,25.0,14.2,3.24,0.714,0.567,1.9,1.39,1.78,40600.0,25100.0,18900.0,4390.0,817.0,798.0,3000.0,1580.0,0.718,18.8,19.0,14.4,0.016
W211205,2420.0,2540.0,2660.0,42.2,28.4,9.82,4.89,0.647,0.405,1.38,1.15,1.88,48000.0,36600.0,16700.0,8480.0,947.0,729.0,2790.0,1680.0,0.759,24.0,24.3,23.7,0.03
W211610,2800.0,2800.0,2800.0,56.3,27.1,5.13,1.05,0.996,0.284,2.92,1.25,1.48,25800.0,14100.0,3530.0,737.0,589.0,206.0,2390.0,737.0,0.604,9.6,9.82,9.39,0.0093
W211611,2690.0,2800.0,2800.0,46.6,32.6,11.7,1.2,0.614,0.203,1.57,1.07,1.63,18900.0,15000.0,7090.0,747.0,321.0,130.0,1140.0,556.0,0.664,8.5,8.68,8.9,0.0062
W211612,2010.0,2080.0,2250.0,36.5,18.7,33.5,1.43,0.448,0.203,1.18,1.14,1.88,15900.0,9200.0,21800.0,950.0,252.0,140.0,913.0,633.0,0.768,9.1,9.32,8.65,0.012
W211613,2570.0,2610.0,2660.0,44.0,27.8,19.7,0.952,0.548,0.176,1.92,1.34,1.55,17200.0,12300.0,11500.0,569.0,276.0,109.0,1340.0,670.0,0.641,8.1,8.37,7.5,0.0092
W211614,2800.0,2800.0,2800.0,57.5,31.5,3.66,0.714,0.481,0.149,1.27,1.45,1.23,28900.0,17900.0,2750.0,548.0,312.0,118.0,1140.0,935.0,0.506,10.4,10.7,9.74,0.0042
W211615,2800.0,2800.0,2800.0,51.0,36.4,3.05,0.784,0.564,0.135,1.79,1.49,1.25,19400.0,15700.0,1730.0,456.0,277.0,81.3,1210.0,724.0,0.521,7.8,8.14,7.66,0.012
W211616,2800.0,2800.0,2800.0,57.1,33.2,1.1,0.672,0.382,0.149,1.41,2.21,1.23,21200.0,14000.0,609.0,382.0,183.0,87.5,931.0,1050.0,0.506,7.7,7.95,6.93,0.0046
W211619,2800.0,2800.0,2800.0,59.7,28.6,2.46,0.882,0.631,0.23,1.51,2.16,1.3,27700.0,15000.0,1710.0,625.0,377.0,169.0,1250.0,1280.0,0.532,9.7,9.93,9.08,0.006
W211620,2780.0,2800.0,2800.0,58.6,24.2,5.75,1.5,0.481,0.135,1.42,2.02,1.13,57200.0,26800.0,8400.0,2240.0,606.0,209.0,2470.0,2530.0,0.459,20.5,20.9,17.85,0.004
W211621,2730.0,2800.0,2800.0,47.7,28.3,4.45,5.73,0.714,0.243,2.3,1.62,2.73,32800.0,22000.0,4570.0,6010.0,632.0,265.0,2810.0,1430.0,1.11,14.4,14.7,14.28,0.014
W211622,2690.0,2780.0,2800.0,56.5,25.0,8.55,0.784,0.88,0.23,2.64,1.19,1.4,36400.0,18200.0,8250.0,773.0,731.0,235.0,3040.0,980.0,0.572,13.5,13.8,12.66,0.012
W211623,2110.0,2220.0,2540.0,38.6,25.3,23.2,1.43,0.896,0.284,2.96,0.836,1.8,21100.0,15700.0,19000.0,1190.0,632.0,246.0,2880.0,585.0,0.739,11.4,11.7,10.95,0.013
W211624,2740.0,2800.0,2800.0,53.5,31.0,6.92,1.02,0.415,0.128,1.26,2.42,0.55,39800.0,26100.0,7700.0,1160.0,398.0,151.0,1670.0,2310.0,0.226,15.5,15.9,14.95,0.0054
W211625,2790.0,2800.0,2800.0,50.6,36.7,2.92,1.79,0.564,0.54,1.32,1.24,1.75,15000.0,12300.0,1290.0,809.0,215.0,253.0,695.0,468.0,0.714,6.2,6.32,6.49,0.0078
W211626,2800.0,2800.0,2800.0,50.9,36.3,3.26,0.602,0.863,0.27,3.94,1.97,0.4,45600.0,36700.0,4370.0,824.0,996.0,383.0,6280.0,2260.0,0.164,18.7,19.2,16.23,0.0098
W211627,2760.0,2800.0,2800.0,54.1,29.5,8.02,0.644,0.515,0.297,2.13,1.92,0.65,30600.0,18900.0,6790.0,557.0,375.0,266.0,2140.0,1390.0,0.265,11.9,12.1,12.17,0.0051
W211630,2080.0,2300.0,2400.0,33.9,20.1,36.4,1.64,0.614,0.23,1.63,1.09,1.83,14400.0,9640.0,23100.0,1060.0,336.0,154.0,1230.0,590.0,0.744,8.9,9.07,8.41,0.017
W211631,2550.0,2630.0,2690.0,50.7,27.3,7.15,2.49,1.03,0.716,1.96,1.39,2.35,7310.0,4450.0,1540.0,549.0,191.0,164.0,503.0,256.0,0.967,3.0,3.09,2.41,0.02
W211634,2800.0,2800.0,2800.0,56.1,33.2,2.09,0.728,0.614,0.149,1.84,2.36,0.475,32000.0,21500.0,1790.0,636.0,452.0,135.0,1870.0,1720.0,0.195,11.9,12.2,11.27,0.0058
W211635,2800.0,2800.0,2800.0,57.8,29.8,3.88,0.728,0.747,0.176,2.44,1.62,0.6,41600.0,24200.0,4170.0,800.0,692.0,200.0,3120.0,1490.0,0.246,15.0,15.4,14.36,0.0066
W211636,2460.0,2560.0,2680.0,43.1,28.4,2.65,9.72,0.714,0.756,1.94,1.57,7.48,20300.0,15100.0,1860.0,7000.0,433.0,564.0,1620.0,947.0,3.04,9.9,10.1,10.29,0.025
W211637,2260.0,2480.0,2600.0,37.7,27.5,17.3,5.27,0.548,0.891,1.39,1.49,5.13,13600.0,11300.0,9370.0,2910.0,255.0,510.0,897.0,688.0,2.09,7.6,7.73,7.77,0.017
W211638,2800.0,2800.0,2800.0,53.9,33.9,2.2,0.56,0.93,0.243,3.56,2.12,0.475,40800.0,29000.0,2490.0,647.0,906.0,291.0,4790.0,2050.0,0.193,15.9,16.2,15.05,0.0098
W211639,2140.0,2490.0,2540.0,46.4,24.9,20.4,1.27,0.465,0.203,1.37,1.86,1.05,27900.0,17000.0,18400.0,1170.0,361.0,193.0,1470.0,1430.0,0.426,12.7,12.9,13.05,0.012
W211640,2140.0,2190.0,2400.0,43.3,19.5,29.9,0.742,0.531,0.284,1.43,0.953,0.975,23000.0,11700.0,23700.0,601.0,363.0,238.0,1350.0,646.0,0.398,11.1,11.3,10.36,0.015
W211641,2130.0,2220.0,2490.0,51.3,20.2,19.7,0.644,1.18,0.405,2.42,0.836,1.48,69900.0,31200.0,40200.0,1340.0,2070.0,875.0,5860.0,1460.0,0.601,28.6,29.2,27.2,0.16
W211642,2450.0,2560.0,2680.0,54.8,24.7,7.74,3.05,0.764,0.284,2.15,1.1,1.25,29500.0,15100.0,6240.0,2520.0,531.0,242.0,2070.0,761.0,0.511,11.3,11.5,10.99,0.033
W211643,2160.0,2230.0,2500.0,50.4,19.3,21.1,1.71,0.847,0.297,2.22,0.92,1.38,35800.0,15500.0,22400.0,1850.0,775.0,334.0,2810.0,835.0,0.561,14.9,15.2,14.2,0.017
W211644,2320.0,2470.0,2570.0,56.8,21.7,10.6,1.6,1.13,0.297,2.72,0.92,1.23,58500.0,25300.0,16400.0,2510.0,1500.0,485.0,4980.0,1210.0,0.498,21.7,22.0,21.68,0.018
W211645,2600.0,2720.0,2800.0,47.9,28.9,16.0,0.882,0.498,0.378,1.29,1.15,0.925,11200.0,7640.0,5600.0,315.0,150.0,140.0,535.0,345.0,0.377,4.9,5.0,4.23,0.0099
W211646,2450.0,2600.0,2740.0,54.4,24.3,13.1,0.448,0.664,0.365,2.73,1.1,0.6,29500.0,15000.0,10600.0,372.0,465.0,314.0,2640.0,767.0,0.245,11.4,11.6,21.15,0.0099
W211647,2460.0,2650.0,2800.0,55.9,25.1,8.27,1.44,0.747,0.203,2.8,1.09,1.35,52200.0,26500.0,11500.0,2060.0,898.0,299.0,4650.0,1300.0,0.556,19.4,20.0,19.56,0.0073
W211648,2000.0,2080.0,2300.0,43.6,17.6,31.8,0.882,0.73,0.27,1.69,0.769,1.27,19800.0,9040.0,21600.0,612.0,427.0,194.0,1370.0,447.0,0.521,9.5,9.71,9.96,0.016
W211649,2220.0,2340.0,2450.0,40.3,17.3,20.6,9.19,0.614,0.257,1.63,0.836,3.95,22300.0,10800.0,17100.0,7760.0,438.0,225.0,1610.0,591.0,1.61,11.6,11.8,12.02,0.037
W211650,2160.0,2230.0,2400.0,49.6,21.0,22.2,0.924,0.863,0.216,2.07,1.0,1.18,24100.0,11500.0,16100.0,686.0,540.0,166.0,1790.0,623.0,0.479,10.2,10.4,10.49,0.011
W211651,2080.0,2190.0,2340.0,48.6,20.9,2.4,0.924,0.647,0.257,1.83,0.97,1.4,26200.0,12800.0,1940.0,763.0,451.0,220.0,1760.0,670.0,0.573,11.3,11.6,11.84,0.014
W211652,2120.0,2250.0,2530.0,49.2,22.0,22.1,0.56,0.614,0.338,1.71,1.02,0.875,31400.0,15900.0,21100.0,547.0,506.0,342.0,1940.0,834.0,0.357,13.4,13.7,13.03,0.013
W211653,2130.0,2220.0,2360.0,38.8,23.2,31.0,1.13,0.531,0.203,1.47,0.803,1.5,19800.0,13400.0,23600.0,882.0,349.0,163.0,1330.0,523.0,0.616,10.6,10.9,10.26,0.13
W211654,2220.0,2320.0,2460.0,49.9,20.6,21.0,0.784,0.813,0.243,2.37,1.25,0.7,27200.0,12700.0,17100.0,653.0,571.0,210.0,2300.0,874.0,0.286,11.4,11.7,10.8,0.012
W211655,2010.0,2070.0,2170.0,28.3,16.3,46.7,1.6,0.448,0.257,1.43,0.635,1.43,13700.0,8900.0,33800.0,1180.0,279.0,197.0,1230.0,393.0,0.584,10.1,10.3,9.54,0.013
W211656,1970.0,2100.0,2260.0,43.8,19.3,26.3,1.5,0.515,0.162,2.14,1.02,1.27,22600.0,11300.0,20400.0,1180.0,343.0,133.0,1970.0,674.0,0.527,10.7,11.1,8.75,0.013
W211659,1910.0,2000.0,2100.0,39.1,19.5,30.6,0.826,0.946,0.149,2.31,0.853,1.63,41700.0,23500.0,48800.0,1350.0,1300.0,251.0,4380.0,1160.0,0.659,22.5,22.8,21.3,0.026
W211660,1950.0,2060.0,2150.0,52.5,21.3,14.6,0.812,1.83,0.189,4.44,0.92,1.7,74900.0,34400.0,31100.0,1770.0,3360.0,428.0,11300.0,1680.0,0.688,30.2,30.6,27.4,0.033
W211661,2020.0,2110.0,2210.0,41.5,25.5,13.6,6.78,0.946,0.27,2.19,0.987,3.48,23400.0,16200.0,11500.0,5820.0,686.0,241.0,2190.0,710.0,1.41,11.9,12.0,11.3,0.041
W211662,2010.0,2100.0,2190.0,39.8,26.7,20.2,2.59,1.08,0.324,2.02,1.12,2.55,13900.0,10600.0,10600.0,1380.0,486.0,179.0,1260.0,501.0,1.03,7.4,7.48,7.3,0.03
W211663,1900.0,2010.0,2080.0,32.7,19.7,29.0,6.61,0.93,0.432,2.06,0.92,3.73,9140.0,6220.0,12100.0,2820.0,334.0,191.0,1020.0,328.0,1.51,5.9,5.97,5.3,0.031
W211664,2000.0,2090.0,2180.0,42.5,24.6,18.5,4.4,0.747,0.473,1.51,0.987,1.8,49100.0,32200.0,32000.0,7760.0,1110.0,865.0,3120.0,1460.0,0.727,24.5,24.7,26.9,0.028
W211665,1910.0,2000.0,2150.0,43.8,20.7,20.3,4.24,0.963,0.257,2.3,1.1,2.5,34700.0,18500.0,24000.0,5140.0,983.0,322.0,3240.0,1120.0,1.01,16.8,17.0,16.6,0.034
W211666,1940.0,2050.0,2160.0,50.7,22.5,14.6,2.66,1.05,0.446,2.84,1.12,0.925,41200.0,20700.0,17700.0,3310.0,1100.0,575.0,4110.0,1170.0,0.375,17.2,17.4,16.9,0.022
